GenomeID	Assembly	Organism_Name	Domain	Phylum	Tandem_repeat_percentage
GCF_019343455	GCA_019343455.1	Alcaligenes ammonioxydans	Bacteria	Proteobacteria	0.9385407
GCF_019343495	GCA_019343495.1	Acinetobacter lwoffii	Bacteria	Proteobacteria	0.9548059
GCF_019357495	GCA_019357495.1	Nosocomiicoccus ampullae	Bacteria	Terrabacteria group	1.134089
GCF_019395145	GCA_019395145.1	Brevundimonas nasdae	Bacteria	Proteobacteria	1.143654
GCF_019397265	GCA_019397265.1	Nonomuraea coxensis DSM 45129	Bacteria	Terrabacteria group	1.915616
GCF_019428685	GCA_019428685.1	Paraburkholderia edwinii	Bacteria	Proteobacteria	1.542857
GCF_019443265	GCA_019443265.1	Halomonas piezotolerans	Bacteria	Proteobacteria	1.094351
GCF_019443285	GCA_019443285.1	Aquisediminimonas profunda	Bacteria	Proteobacteria	0.7771215
GCF_019448235	GCA_019448235.1	Nocardioides panacisoli	Bacteria	Terrabacteria group	0.8511887
GCF_019453995	GCA_019453995.1	Candidatus Rhabdochlamydia oedothoracis	Bacteria	PVC group	2.245146
GCF_019456655	GCA_019456655.1	Mycobacterium diernhoferi	Bacteria	Terrabacteria group	1.124217
GCF_019456675	GCA_019456675.1	Mycobacterium pallens	Bacteria	Terrabacteria group	1.304503
GCF_019469265	GCA_019469265.1	Lactobacillus panisapium	Bacteria	Terrabacteria group	1.322482
GCF_019504385	GCA_019504385.1	Devosia salina	Bacteria	Proteobacteria	1.011097
GCF_019552185	GCA_019552185.1	Riemerella anatipestifer	Bacteria	FCB group	1.052632
GCF_019575995	GCA_019575995.1	Apilactobacillus kunkeei	Bacteria	Terrabacteria group	1.430723
GCF_019602855	GCA_019602855.1	Cupriavidus pinatubonensis	Bacteria	Proteobacteria	0.9934757
GCF_019603355	GCA_019603355.1	Aneurinibacillus thermoaerophilus	Bacteria	Terrabacteria group	1.090387
GCF_019614655	GCA_019614655.1	Pseudomonas germanica	Bacteria	Proteobacteria	1.395109
GCF_019645835	GCA_019645835.1	Mycobacterium holsaticum	Bacteria	Terrabacteria group	0.9672325
GCF_019645855	GCA_019645855.1	Mycobacterium malmoense	Bacteria	Terrabacteria group	1.660556
GCF_019645875	GCA_019645875.1	Mycobacterium senegalense	Bacteria	Terrabacteria group	1.040732
GCF_019669905	GCA_019669905.1	Methylomonas koyamae	Bacteria	Proteobacteria	1.820665
GCF_019669925	GCA_019669925.1	Methanobrevibacter arboriphilus	Archaea	Euryarchaeota	4.469274
GCF_019669965	GCA_019669965.1	Methanoculleus chikugoensis	Archaea	Euryarchaeota	3.247261
GCF_019669985	GCA_019669985.1	Methylogaea oryzae	Bacteria	Proteobacteria	1.696899
GCF_019670005	GCA_019670005.1	Methylomagnum ishizawai	Bacteria	Proteobacteria	2.832924
GCF_019670105	GCA_019670105.1	Agarivorans albus	Bacteria	Proteobacteria	1.692047
GCF_019670125	GCA_019670125.1	Agarivorans aestuarii	Bacteria	Proteobacteria	1.448925
GCF_019670485	GCA_019670485.1	Vibrio alfacsensis	Bacteria	Proteobacteria	1.048951
GCF_019670705	GCA_019670705.1	Shewanella carassii	Bacteria	Proteobacteria	1.084656
GCF_019693255	GCA_019693255.1	Pseudomonas mandelii	Bacteria	Proteobacteria	1.412002
GCF_019703835	GCA_019703835.1	Thaumasiovibrio subtropicus	Bacteria	Proteobacteria	1.272534
GCF_019703855	GCA_019703855.1	Desulfomarina profundi	Bacteria	Proteobacteria	1.740331
GCF_019703875	GCA_019703875.1	Methyloradius palustris	Bacteria	Proteobacteria	1.739467
GCF_019704135	GCA_019704135.1	Desulfuromonas versatilis	Bacteria	Proteobacteria	2.723926
GCF_019704495	GCA_019704495.1	Stenotrophomonas pavanii	Bacteria	Proteobacteria	1.141885
GCF_019704535	GCA_019704535.1	Stutzerimonas stutzeri	Bacteria	Proteobacteria	1.05238
GCF_019722725	GCA_019722725.1	Halomonas profundi	Bacteria	Proteobacteria	0.9648304
GCF_019739075	GCA_019739075.1	Mycolicibacterium farcinogenes	Bacteria	Terrabacteria group	0.9541043
GCF_019774635	GCA_019774635.1	Streptococcus halichoeri	Bacteria	Terrabacteria group	1.642229
GCF_019797805	GCA_019797805.1	Idiomarina abyssalis	Bacteria	Proteobacteria	1.199338
GCF_019797925	GCA_019797925.1	Pseudoalteromonas piscicida	Bacteria	Proteobacteria	1.843625
GCF_019823105	GCA_019823105.1	Halobaculum magnesiiphilum	Archaea	Euryarchaeota	1.801053
GCF_019844095	GCA_019844095.1	Erwinia persicina	Bacteria	Proteobacteria	1.085674
GCF_019856495	GCA_019856495.1	Caldalkalibacillus thermarum TA2.A1	Bacteria	Terrabacteria group	0.7928642
GCF_019880225	GCA_019880225.1	Halobaculum rubrum	Archaea	Euryarchaeota	1.894317
GCF_019880245	GCA_019880245.1	Halobaculum roseum	Archaea	Euryarchaeota	1.744345
GCF_019880305	GCA_019880305.1	Streptomyces decoyicus	Bacteria	Terrabacteria group	1.492117
GCF_019880385	GCA_019880385.1	Nocardioides coralli	Bacteria	Terrabacteria group	1.055489
GCF_019884785	GCA_019884785.1	Crassaminicella profunda	Bacteria	Terrabacteria group	2.094373
GCF_019890915	GCA_019890915.1	Micrococcus luteus	Bacteria	Terrabacteria group	0.9029345
GCF_019890955	GCA_019890955.1	Pantoea dispersa	Bacteria	Proteobacteria	1.274465
GCF_019891175	GCA_019891175.1	Leptothermofonsia sichuanensis PKUAC-SCTE412	Bacteria	Terrabacteria group	4.271212
GCF_019891395	GCA_019891395.1	Nitratireductor kimnyeongensis	Bacteria	Proteobacteria	1.330141
GCF_019900845	GCA_019900845.1	Paraneptunicella aestuarii	Bacteria	Proteobacteria	1.988862
GCF_019904175	GCA_019904175.1	Dactylosporangium vinaceum	Bacteria	Terrabacteria group	2.875276
GCF_019916025	GCA_019916025.1	Paraclostridium bifermentans	Bacteria	Terrabacteria group	2.145411
GCF_019923565	GCA_019923565.1	Candidatus Schneideria nysicola	Bacteria	Proteobacteria	0.5813953
GCF_019930545	GCA_019930545.1	Sporolactobacillus terrae	Bacteria	Terrabacteria group	0.9174312
GCF_019930665	GCA_019930665.1	Bacteroides nordii	Bacteria	FCB group	2.095737
GCF_019931005	GCA_019931005.1	Granulicatella adiacens	Bacteria	Terrabacteria group	1.635769
GCF_019931675	GCA_019931675.1	Nocardioides rotundus	Bacteria	Terrabacteria group	0.9766127
GCF_019931735	GCA_019931735.1	Shewanella inventionis	Bacteria	Proteobacteria	1.341791
GCF_019933155	GCA_019933155.2	Metabacillus dongyingensis	Bacteria	Terrabacteria group	1.468222
GCF_019933235	GCA_019933235.1	Streptomyces angustmyceticus	Bacteria	Terrabacteria group	1.488834
GCF_019968605	GCA_019968605.1	Polaribacter litorisediminis	Bacteria	FCB group	1.963534
GCF_019974115	GCA_019974115.1	Megamonas funiformis	Bacteria	Terrabacteria group	0.7136061
GCF_019977755	GCA_019977755.1	Vibrio penaeicida	Bacteria	Proteobacteria	1.376462
GCF_020002245	GCA_020002245.1	Bacillus badius	Bacteria	Terrabacteria group	1.02797
GCF_020025155	GCA_020025155.1	Pseudomonas nanhaiensis	Bacteria	Proteobacteria	1.136713
GCF_020079945	GCA_020079945.1	Pantoea eucrina	Bacteria	Proteobacteria	0.9570766
GCF_020080045	GCA_020080045.1	Comamonas odontotermitis	Bacteria	Proteobacteria	1.722533
GCF_020084865	GCA_020084865.1	Candidatus Kaistella beijingensis	Bacteria	FCB group	1.7154
GCF_020091425	GCA_020091425.1	Parabacteroides goldsteinii	Bacteria	FCB group	1.549829
GCF_020091485	GCA_020091485.1	Bacteroides stercoris	Bacteria	FCB group	1.579626
GCF_020091505	GCA_020091505.1	Bacteroides faecis	Bacteria	FCB group	1.608911
GCF_020091585	GCA_020091585.1	Kovacikia minuta CCNU0001	Bacteria	Terrabacteria group	4.28122
GCF_020097095	GCA_020097095.1	Macrococcus armenti	Bacteria	Terrabacteria group	1.119069
GCF_020097615	GCA_020097615.1	Corynebacterium falsenii	Bacteria	Terrabacteria group	1.320132
GCF_020099395	GCA_020099395.1	Streptomyces mobaraensis	Bacteria	Terrabacteria group	1.442531
GCF_020138775	GCA_020138775.1	Clostridium perfringens	Bacteria	Terrabacteria group	1.698514
GCF_020149575	GCA_020149575.1	Aeromonas rivuli	Bacteria	Proteobacteria	1.224277
GCF_020149915	GCA_020149915.1	Candidatus Sulfidibacterium hydrothermale	Bacteria	FCB group	2.256214
GCF_020150375	GCA_020150375.1	Hafnia paralvei	Bacteria	Proteobacteria	0.9626404
GCF_020162115	GCA_020162115.1	Tepidimonas taiwanensis	Bacteria	Proteobacteria	0.6449165
GCF_020181435	GCA_020181435.1	Anaerostipes caccae	Bacteria	Terrabacteria group	1.741835
GCF_020215645	GCA_020215645.1	Nonomuraea gerenzanensis	Bacteria	Terrabacteria group	2.168194
GCF_020217405	GCA_020217405.1	Lysinibacillus capsici	Bacteria	Terrabacteria group	1.298701
GCF_020217425	GCA_020217425.1	Halosiccatus urmianus	Archaea	Euryarchaeota	1.957941
GCF_020268605	GCA_020268605.1	Arsenophonus endosymbiont of Apis mellifera	Bacteria	Proteobacteria	1.769088
GCF_020310005	GCA_020310005.1	Salegentibacter mishustinae	Bacteria	FCB group	1.498678
GCF_020310025	GCA_020310025.1	Leeuwenhoekiella palythoae	Bacteria	FCB group	1.776725
GCF_020342335	GCA_020342335.1	Erwinia gerundensis	Bacteria	Proteobacteria	1.523229
GCF_020405185	GCA_020405185.1	Halomicrobium salinisoli	Archaea	Euryarchaeota	2.159244
GCF_020405345	GCA_020405345.1	Aeromonas dhakensis	Bacteria	Proteobacteria	1.120649
GCF_020412445	GCA_020412445.1	Cellulomonas iranensis	Bacteria	Terrabacteria group	1.775648
GCF_020422925	GCA_020422925.1	Borrelia hermsii	Bacteria	Spirochaetes	3.222558
GCF_020423125	GCA_020423125.1	Aeromonas media	Bacteria	Proteobacteria	1.159566
GCF_020424085	GCA_020424085.1	Mycetocola spongiae	Bacteria	Terrabacteria group	1.792619
GCF_020459125	GCA_020459125.1	Chlamydia pecorum	Bacteria	PVC group	1.378579
GCF_020463755	GCA_020463755.1	Lactococcus lactis	Bacteria	Terrabacteria group	1.52972
GCF_020510525	GCA_020510525.1	Quatrionicoccus australiensis	Bacteria	Proteobacteria	1.534061
GCF_020510565	GCA_020510565.1	Ferribacterium limneticum	Bacteria	Proteobacteria	1.258346
GCF_020511155	GCA_020511155.1	Shewanella glacialimarina	Bacteria	Proteobacteria	1.30008
GCF_020519665	GCA_020519665.1	Bacillus shivajii	Bacteria	Terrabacteria group	1.701183
GCF_020526085	GCA_020526085.1	Klebsiella africana	Bacteria	Proteobacteria	0.9009009
GCF_020541225	GCA_020541225.1	Candidatus Steffania adelgidicola	Bacteria	Proteobacteria	0.7246377
GCF_020541265	GCA_020541265.1	Candidatus Profftia lariciata	Bacteria	Proteobacteria	0.8880995
GCF_020541305	GCA_020541305.1	Candidatus Vallotia cooleyia	Bacteria	Proteobacteria	0.7623888
GCF_020541325	GCA_020541325.1	Candidatus Vallotia lariciata	Bacteria	Proteobacteria	0.5788712
GCF_020541885	GCA_020541885.1	Bifidobacterium pseudocatenulatum	Bacteria	Terrabacteria group	1.305335
GCF_020542785	GCA_020542785.1	Rhodococcus opacus PD630	Bacteria	Terrabacteria group	0.9789343
GCF_020544465	GCA_020544465.1	Chromobacterium rhizoryzae	Bacteria	Proteobacteria	1.306639
GCF_020546685	GCA_020546685.1	Deinococcus radiodurans ATCC 13939	Bacteria	Terrabacteria group	1.516129
GCF_020614395	GCA_020614395.1	Salarchaeum japonicum	Archaea	Euryarchaeota	1.369863
GCF_020616335	GCA_020616335.1	Corynebacterium uberis	Bacteria	Terrabacteria group	1.432532
GCF_020616615	GCA_020616615.1	Mycobacterium ulcerans	Bacteria	Terrabacteria group	2.297773
GCF_020628455	GCA_020628455.1	Vagococcus fluvialis	Bacteria	Terrabacteria group	0.9242801
GCF_020694005	GCA_020694005.1	Marinomonas profundi	Bacteria	Proteobacteria	1.058531
GCF_020700235	GCA_020700235.1	Haladaptatus pallidirubidus	Archaea	Euryarchaeota	1.353934
GCF_020735445	GCA_020735445.1	Prevotella copri DSM 18205	Bacteria	FCB group	1.22807
GCF_020735465	GCA_020735465.1	Collinsella stercoris DSM 13279	Bacteria	Terrabacteria group	1.590457
GCF_020735545	GCA_020735545.1	Gordonia otitidis	Bacteria	Terrabacteria group	1.49287
GCF_020735705	GCA_020735705.1	Coprococcus eutactus ATCC 27759	Bacteria	Terrabacteria group	2.606363
GCF_020735865	GCA_020735865.1	Parabacteroides johnsonii	Bacteria	FCB group	1.395973
GCF_020783315	GCA_020783315.1	Ferruginibacter lapsinanis	Bacteria	FCB group	3.535177
GCF_020783335	GCA_020783335.1	Mucilaginibacter daejeonensis	Bacteria	FCB group	1.697
GCF_020783375	GCA_020783375.1	Stutzerimonas chloritidismutans	Bacteria	Proteobacteria	1.076848
GCF_020783455	GCA_020783455.1	Streptomyces anulatus	Bacteria	Terrabacteria group	1.703601
GCF_020810675	GCA_020810675.1	Pasteurella canis	Bacteria	Proteobacteria	1.393728
GCF_020844025	GCA_020844025.1	Acidithiobacillus ferriphilus	Bacteria	Proteobacteria	1.077051
GCF_020861345	GCA_020861345.1	Bacillus pacificus	Bacteria	Terrabacteria group	1.810039
GCF_020866845	GCA_020866845.1	Sphingomonas radiodurans	Bacteria	Proteobacteria	0.8865248
GCF_020872015	GCA_020872015.1	Chryseobacterium arthrosphaerae	Bacteria	FCB group	1.42319
GCF_020883495	GCA_020883495.1	Shinella zoogloeoides	Bacteria	Proteobacteria	1.138354
GCF_020885575	GCA_020885575.1	Paraburkholderia terrae	Bacteria	Proteobacteria	1.344056
GCF_020885855	GCA_020885855.1	Phocaeicola vulgatus	Bacteria	FCB group	1.768123
GCF_020886175	GCA_020886175.1	Comamonas thiooxydans	Bacteria	Proteobacteria	0.8734511
GCF_020886315	GCA_020886315.1	Saccharolobus caldissimus	Archaea	TACK group	1.346154
GCF_020886775	GCA_020886775.1	Corynebacterium cyclohexanicum	Bacteria	Terrabacteria group	1.148525
GCF_020892115	GCA_020892115.1	[Clostridium] scindens	Bacteria	Terrabacteria group	0.9705698
GCF_020906275	GCA_020906275.1	Parasphingorhabdus litoris DSM 22379	Bacteria	Proteobacteria	0.993571
GCF_020911725	GCA_020911725.1	Clostridium cadaveris	Bacteria	Terrabacteria group	1.600725
GCF_020917325	GCA_020917325.1	Pseudomonas savastanoi	Bacteria	Proteobacteria	1.358099
GCF_020923495	GCA_020923495.1	Anoxybacillus sediminis	Bacteria	Terrabacteria group	1.28384
GCF_020971565	GCA_020971565.1	Pectobacterium parvum	Bacteria	Proteobacteria	1.18239
GCF_020990565	GCA_020990565.1	Xylella taiwanensis	Bacteria	Proteobacteria	1.050788
GCF_020991025	GCA_020991025.1	Plesiomonas shigelloides	Bacteria	Proteobacteria	1.431684
GCF_020991065	GCA_020991065.1	Nocardioides okcheonensis	Bacteria	Terrabacteria group	1.539202
GCF_020991125	GCA_020991125.1	Microbulbifer celer	Bacteria	Proteobacteria	1.583189
GCF_020995475	GCA_020995475.1	Wolbachia endosymbiont of Corcyra cephalonica	Bacteria	Proteobacteria	4.48505
GCF_021018745	GCA_021018745.1	Gloeobacter morelensis MG652769	Bacteria	Terrabacteria group	3.353468
GCF_021028635	GCA_021028635.1	Streptomyces huasconensis	Bacteria	Terrabacteria group	1.772225
GCF_021029445	GCA_021029445.1	Pseudomonas wenzhouensis	Bacteria	Proteobacteria	1.083669
GCF_021044685	GCA_021044685.1	Bradyrhizobium daqingense	Bacteria	Proteobacteria	1.352097
GCF_021049305	GCA_021049305.1	Ideonella dechloratans	Bacteria	Proteobacteria	0.9440813
GCF_021054785	GCA_021054785.1	Tannockella kyphosi	Bacteria	Terrabacteria group	1.58046
GCF_021065005	GCA_021065005.1	Candidatus Gromoviella agglomerans	Bacteria	Proteobacteria	3.389831
GCF_021165915	GCA_021165915.1	Rhodococcus aetherivorans	Bacteria	Terrabacteria group	1.117001
GCF_021172025	GCA_021172025.1	Microbacterium resistens	Bacteria	Terrabacteria group	1.514332
GCF_021183565	GCA_021183565.1	Nocardia yamanashiensis	Bacteria	Terrabacteria group	1.477046
GCF_021183645	GCA_021183645.1	Nocardia gipuzkoensis	Bacteria	Terrabacteria group	1.20347
GCF_021183725	GCA_021183725.1	Mycobacterium ostraviense	Bacteria	Terrabacteria group	2.409639
GCF_021184025	GCA_021184025.1	Rhodopseudomonas boonkerdii	Bacteria	Proteobacteria	0.8596561
GCF_021216675	GCA_021216675.1	Streptomyces gobiensis	Bacteria	Terrabacteria group	1.207001
GCF_021228795	GCA_021228795.1	Thiocapsa bogorovii	Bacteria	Proteobacteria	2.186252
GCF_021233415	GCA_021233415.1	Halobacterium litoreum	Archaea	Euryarchaeota	1.869806
GCF_021233435	GCA_021233435.1	Halobacterium noricense	Archaea	Euryarchaeota	1.394659
GCF_021249385	GCA_021249385.1	Melaminivora jejuensis	Bacteria	Proteobacteria	0.5963591
GCF_021276285	GCA_021276285.1	Rahnella victoriana	Bacteria	Proteobacteria	1.144879
GCF_021278985	GCA_021278985.1	Citrobacter rodentium NBRC 105723 = DSM 16636	Bacteria	Proteobacteria	1.172529
GCF_021310995	GCA_021310995.1	Agrobacterium vaccinii	Bacteria	Proteobacteria	0.9155873
GCF_021365465	GCA_021365465.1	Erwinia tracheiphila	Bacteria	Proteobacteria	0.7409178
GCF_021378375	GCA_021378375.1	Wolbachia endosymbiont of Drosophila innubila	Bacteria	Proteobacteria	2.859412
GCF_021378605	GCA_021378605.1	Eggerthella lenta	Bacteria	Terrabacteria group	1.582932
GCF_021379005	GCA_021379005.1	Leptodesmis sichuanensis PKUAC-SCTA121	Bacteria	Terrabacteria group	3.540956
GCF_021391315	GCA_021391315.1	Cereibacter azotoformans	Bacteria	Proteobacteria	0.8948005
GCF_021391435	GCA_021391435.1	Pseudomonas sivasensis	Bacteria	Proteobacteria	1.242582
GCF_021391495	GCA_021391495.1	Amycolatopsis acidiphila	Bacteria	Terrabacteria group	1.217437
GCF_021398715	GCA_021398715.1	Microbacterium binotii	Bacteria	Terrabacteria group	1.062802
GCF_021432085	GCA_021432085.1	Stutzerimonas kunmingensis	Bacteria	Proteobacteria	1.09589
GCF_021442325	GCA_021442325.1	Agromyces marinus	Bacteria	Terrabacteria group	1.087695
GCF_021462285	GCA_021462285.1	Serratia entomophila	Bacteria	Proteobacteria	1.162545
GCF_021496725	GCA_021496725.1	Spiroplasma platyhelix PALS-1	Bacteria	Terrabacteria group	1.818182
GCF_021545825	GCA_021545825.1	Rhodanobacter denitrificans	Bacteria	Proteobacteria	0.8972268
GCF_021560075	GCA_021560075.1	Pseudomonas juntendi	Bacteria	Proteobacteria	0.9853207
GCF_021596945	GCA_021596945.1	Mongoliitalea daihaiensis	Bacteria	FCB group	2.362996
GCF_021609905	GCA_021609905.1	Wolbachia endosymbiont of Delia radicum	Bacteria	Proteobacteria	3.3241
GCF_021650975	GCA_021650975.1	Flavobacterium jumunjinense	Bacteria	FCB group	2.240424
GCF_021654335	GCA_021654335.1	Sideroxyarcus emersonii	Bacteria	Proteobacteria	1.785714
GCF_021654455	GCA_021654455.1	Streptococcus parasuis	Bacteria	Terrabacteria group	1.07056
GCF_021654655	GCA_021654655.1	Candidatus Hydrogenosomobacter endosymbioticus	Bacteria	Proteobacteria	1.870504
GCF_021654775	GCA_021654775.1	Paenibacillus azoreducens	Bacteria	Terrabacteria group	1.495417
GCF_021654795	GCA_021654795.1	Paenibacillus dendritiformis	Bacteria	Terrabacteria group	1.472966
GCF_021733145	GCA_021733145.1	Edwardsiella piscicida	Bacteria	Proteobacteria	0.9055237
GCF_021919345	GCA_021919345.1	Paenarthrobacter nicotinovorans	Bacteria	Terrabacteria group	1.439563
GCF_022014715	GCA_022014715.1	Enterobacter mori	Bacteria	Proteobacteria	1.019483
GCF_022024215	GCA_022024215.1	Prevotella bryantii	Bacteria	FCB group	1.494768
GCF_022026155	GCA_022026155.1	Dissulfurimicrobium hydrothermale	Bacteria	Proteobacteria	1.376652
GCF_022059885	GCA_022059885.1	Gordonia amicalis	Bacteria	Terrabacteria group	1.02296
GCF_022221585	GCA_022221585.1	Streptomyces inhibens	Bacteria	Terrabacteria group	1.537508
GCF_022343685	GCA_022343685.1	Marinobacterium sediminicola	Bacteria	Proteobacteria	1.634615
GCF_022343725	GCA_022343725.1	Macrococcus brunensis	Bacteria	Terrabacteria group	1.135826
GCF_022369495	GCA_022369495.1	Proteus penneri	Bacteria	Proteobacteria	1.381693
GCF_022370635	GCA_022370635.1	Mycobacterium crocinum	Bacteria	Terrabacteria group	1.298036
GCF_022370755	GCA_022370755.1	Mycobacterium goodii	Bacteria	Terrabacteria group	0.9243028
GCF_022370835	GCA_022370835.1	Mycolicibacillus parakoreensis	Bacteria	Terrabacteria group	0.9562842
GCF_022371215	GCA_022371215.1	Vibrio gigantis	Bacteria	Proteobacteria	1.375028
GCF_022374875	GCA_022374875.1	Mycobacterium rufum	Bacteria	Terrabacteria group	1.380775
GCF_022374935	GCA_022374935.1	Mycobacterium virginiense	Bacteria	Terrabacteria group	1.461794
GCF_022376295	GCA_022376295.1	Nodularia sphaerocarpa UHCC 0038	Bacteria	Terrabacteria group	3.922013
GCF_022385335	GCA_022385335.1	Streptomyces deccanensis	Bacteria	Terrabacteria group	1.71334
GCF_022394675	GCA_022394675.1	Peribacillus frigoritolerans	Bacteria	Terrabacteria group	1.51027
GCF_022430545	GCA_022430545.1	Mycobacterium paraterrae	Bacteria	Terrabacteria group	1.410382
GCF_022453805	GCA_022453805.1	Shewanella xiamenensis	Bacteria	Proteobacteria	1.041402
GCF_022533465	GCA_022533465.1	Methylobacterium organophilum	Bacteria	Proteobacteria	1.346592
GCF_022539405	GCA_022539405.1	Natranaerofaba carboxydovora	Bacteria	Terrabacteria group	1.858108
GCF_022557255	GCA_022557255.1	Pseudomonas syringae pv. tagetis	Bacteria	Proteobacteria	1.228407
GCF_022558445	GCA_022558445.1	Candidatus Contubernalis alkalaceticum	Bacteria	Terrabacteria group	1.650165
GCF_022592395	GCA_022592395.1	Moellerella wisconsensis	Bacteria	Proteobacteria	1.182732
GCF_022637435	GCA_022637435.1	Arthrobacter sulfonylureivorans	Bacteria	Terrabacteria group	1.113276
GCF_022637475	GCA_022637475.1	Rahnella aceris	Bacteria	Proteobacteria	1.016808
GCF_022637495	GCA_022637495.1	Pseudoxanthomonas daejeonensis	Bacteria	Proteobacteria	1.401565
GCF_022637515	GCA_022637515.1	Buttiauxella ferragutiae	Bacteria	Proteobacteria	1.036941
GCF_022637595	GCA_022637595.1	Raoultella planticola	Bacteria	Proteobacteria	0.8732777
GCF_022647325	GCA_022647325.1	Pantoea deleyi	Bacteria	Proteobacteria	1.030187
GCF_022647505	GCA_022647505.1	[Pantoea] beijingensis	Bacteria	Proteobacteria	0.9985735
GCF_022647665	GCA_022647665.1	Streptomyces formicae	Bacteria	Terrabacteria group	1.501104
GCF_022655355	GCA_022655355.1	Curtobacterium luteum	Bacteria	Terrabacteria group	1.388051
GCF_022674245	GCA_022674245.1	Alicyclobacillus acidoterrestris	Bacteria	Terrabacteria group	0.7218355
GCF_022701015	GCA_022701015.1	Brevibacillus parabrevis	Bacteria	Terrabacteria group	1.667291
GCF_022701195	GCA_022701195.1	Allobaculum mucolyticum	Bacteria	Terrabacteria group	4.168404
GCF_022701275	GCA_022701275.1	Microcoleus vaginatus PCC 9802	Bacteria	Terrabacteria group	6.56595
GCF_022749495	GCA_022749495.1	Neisseria macacae ATCC 33926	Bacteria	Proteobacteria	2.110713
GCF_022749515	GCA_022749515.1	Morococcus cerebrosus	Bacteria	Proteobacteria	1.498457
GCF_022760175	GCA_022760175.1	Zhouia spongiae	Bacteria	FCB group	1.737275
GCF_022788655	GCA_022788655.1	Sulfitobacter indolifex	Bacteria	Proteobacteria	1.005266
GCF_022809775	GCA_022809775.1	Pseudodesulfovibrio tunisiensis	Bacteria	Proteobacteria	1.301518
GCF_022811605	GCA_022811605.1	Agromyces soli	Bacteria	Terrabacteria group	1.65667
GCF_022811645	GCA_022811645.1	Hymenobacter monticola	Bacteria	FCB group	3.504627
GCF_022812045	GCA_022812045.1	Vibrio splendidus	Bacteria	Proteobacteria	1.299846
GCF_022819245	GCA_022819245.1	Limosilactobacillus fermentum	Bacteria	Terrabacteria group	0.4294149
GCF_022827545	GCA_022827545.1	Hymenobacter tibetensis	Bacteria	FCB group	2.293301
GCF_022828475	GCA_022828475.1	Saccharopolyspora gregorii	Bacteria	Terrabacteria group	1.411325
GCF_022836935	GCA_022836935.1	Ancylobacter polymorphus	Bacteria	Proteobacteria	0.987395
GCF_022845615	GCA_022845615.1	Porphyromonas somerae	Bacteria	FCB group	1.83939
GCF_022845715	GCA_022845715.1	Raoultibacter timonensis	Bacteria	Terrabacteria group	1.964512
GCF_022846135	GCA_022846135.1	Pyramidobacter piscolens	Bacteria	Synergistetes	1.359143
GCF_022846515	GCA_022846515.1	Enterococcus innesii	Bacteria	Terrabacteria group	1.418002
GCF_022869165	GCA_022869165.1	Sphaerochaeta associata	Bacteria	Spirochaetes	1.37586
GCF_022870485	GCA_022870485.1	Halococcus dombrowskii	Archaea	Euryarchaeota	1.383451
GCF_022870845	GCA_022870845.1	Uruburuella suis	Bacteria	Proteobacteria	1.350781
GCF_022870865	GCA_022870865.1	Uruburuella testudinis	Bacteria	Proteobacteria	1.36028
GCF_022870885	GCA_022870885.1	Neisseria dumasiana	Bacteria	Proteobacteria	1.822806
GCF_022870905	GCA_022870905.1	Neisseria arctica	Bacteria	Proteobacteria	1.248799
GCF_022870945	GCA_022870945.1	Vitreoscilla stercoraria	Bacteria	Proteobacteria	1.030928
GCF_022879615	GCA_022879615.1	Caballeronia grimmiae	Bacteria	Proteobacteria	1.130039
GCF_022984195	GCA_022984195.1	Synechococcus elongatus PCC 6301	Bacteria	Terrabacteria group	1.793052
GCF_023008245	GCA_023008245.1	Flavobacterium sediminilitoris	Bacteria	FCB group	2.047199
GCF_023008305	GCA_023008305.1	Anaerotruncus colihominis	Bacteria	Terrabacteria group	1.639842
GCF_023008545	GCA_023008545.1	Halovarius luteus	Archaea	Euryarchaeota	1.978831
GCF_023008565	GCA_023008565.1	Natribaculum longum	Archaea	Euryarchaeota	1.742659
GCF_023008585	GCA_023008585.1	Natribaculum breve	Archaea	Euryarchaeota	1.760733
GCF_023035295	GCA_023035295.1	Borrelia coriaceae	Bacteria	Spirochaetes	3.452528
GCF_023035875	GCA_023035875.1	Borrelia puertoricensis	Bacteria	Spirochaetes	2.981778
GCF_023038235	GCA_023038235.1	Shinella oryzae	Bacteria	Proteobacteria	1.012397
GCF_023078355	GCA_023078355.1	Gordonia hongkongensis	Bacteria	Terrabacteria group	0.9107064
GCF_023093535	GCA_023093535.1	Halovivax limisalsi	Archaea	Euryarchaeota	2.196235
GCF_023159115	GCA_023159115.1	Shewanella putrefaciens	Bacteria	Proteobacteria	1.032956
GCF_023167465	GCA_023167465.1	Methanothermobacter tenebrarum	Archaea	Euryarchaeota	2.804334
GCF_023195755	GCA_023195755.1	Chryseobacterium nepalense	Bacteria	FCB group	1.764873
GCF_023195815	GCA_023195815.1	Ignavigranum ruoffiae	Bacteria	Terrabacteria group	1.756374
GCF_023195835	GCA_023195835.1	Vibrio sinaloensis	Bacteria	Proteobacteria	1.472631
GCF_023208015	GCA_023208015.1	Thermobifida alba	Bacteria	Terrabacteria group	1.463415
GCF_023221575	GCA_023221575.1	Geomonas paludis	Bacteria	Proteobacteria	2.999302
GCF_023238245	GCA_023238245.1	Bacillus rugosus	Bacteria	Terrabacteria group	1.140684
